Nombre;Tipo;Valoración;Localización;Ciudad;Distancia;Cercanías;Descripción
Hostal Biarritz;Hostal;2 de 5;Centro de Madrid;Madrid;a 150 m del centro;a 150 m del centro;El Hostal Biarritz ofrece WiFi gratuita y está ubicado en el centro de Madrid, a 100 metros de la Puerta del Sol. Algunas habitaciones tienen balcón con vistas a la ciudad.
Hostal Aeropuerto;Hostal;3 de 5;Barajas;Madrid;a 11,9 km del centro;a 11,9 km del centro;Este cómodo establecimiento está situado a 600 metros del aeropuerto de Madrid-Barajas.
Hostal San Antonio;Hostal;1 de 5;Centro de Madrid;Madrid;a 500 m del centro;a 500 m del centro;Este hostal se encuentra en el pintoresco barrio de las Letras y está rodeado de museos, teatros, restaurantes y tiendas tradicionales. El Hostal San Antonio está a 650 metros de la Puerta del Sol.
HOSTAL ANDREA SOL;Hostal;0 de 5;Centro de Madrid;Madrid;a 400 m del centro;a 400 m del centro;HOSTAL ANDREA SOL se encuentra en el centro de Madrid, a 5 min a pie de Plaza Mayor de Madrid, yofrece habitaciones con aire acondicionado y wifi gratis.
Metropolitan Atocha;Hostal;0 de 5;Arganzuela;Madrid;a 1,3 km del centro;a 1,3 km del centro;El Metropolitan Atocha está ubicado en Madrid, a 150 metros de la estación de Atocha. El establecimiento cuenta con WiFi gratuita en las zonas comunes.
Six Rooms Relatores;Hostal;0 de 5;Centro de Madrid;Madrid;a 350 m del centro;a 350 m del centro;Six Rooms Relatores es un alojamiento muy bien ubicado en el centro de Madrid que ofrece habitaciones con aire acondicionado, salón de uso común y wifi gratis.
Hello Madrid;Hostal;0 de 5;Hortaleza;Madrid;a 8,3 km del centro;;Gestionado por un particular
Hostal Ana Belen;Hostal;2 de 5;Centro de Madrid;Madrid;a 100 m del centro;a 100 m del centro;El Hostal Ana Belen se ubica en la madrileña Puerta del Sol y ofrece habitaciones con aire acondicionado, TV de pantalla plana y balcón privado.
Hostal Don Alfonso;Hostal;2 de 5;Centro de Madrid;Madrid;a 250 m del centro;;Hostal Don Alfonso, que se encuentra a 5 min a pie de Mercado de San Miguel y a 600 metros de Gran Vía, ofrece habitaciones con aire acondicionado y baño privado en Madrid.
Hostal Inn Madrid;Hostal;3 de 5;Centro de Madrid;Madrid;a 300 m del centro;;El Hostal Inn Madrid se encuentra a 50 metros de la Gran Vía madrileña.
CH Lemon Rooms - Madrid;Hostal;3 de 5;Centro de Madrid;Madrid;a 0,6 km del centro;a 0,6 km del centro;El CH Lemon Rooms es un establecimiento situado en el centro de Madrid, a 50 metros de la estación de metro de Tirso de Molina.
Urban Rooms Madrid Ventas;Hostal;3 de 5;Ciudad Lineal;Madrid;a 4,3 km del centro;a 4,3 km del centro;Gestionado por un particular
Casa de Huéspedes Prada;Hostal;1 de 5;Centro de Madrid;Madrid;a 0,6 km del centro;a 0,6 km del centro;El Hostal C.H Prada está situado en el centro de Madrid, a 3 minutos a pie de la estación de metro de Tirso de Molina, y ofrece habitaciones con aire acondicionado, calefacción y conexión WiFi...
AYZ Ulises - Auto check-in property;Hostal;0 de 5;Hortaleza;Madrid;a 6,3 km del centro;a 6,3 km del centro;AYZ Ulises - Auto check-in property, dispone de wifi gratis, se encuentra en Madrid, a 4 km de Estadio Santiago Bernabéu y a 4,4 km de Estación de Chamartín - Clara Campoamor.
Casa de Huéspedes Almansa;Hostal;0 de 5;Tetuán;Madrid;a 3,6 km del centro;a 3,6 km del centro;Casa de Huéspedes Almansa está muy bien situado en el barrio de Tetuán, Madrid, a 1,8 km de Estadio Santiago Bernabéu, a 3,2 km de Gran Vía y a 3,5 km de Estación de metro Gran Vía.
Hostal Prada;Hostal;2 de 5;Centro de Madrid;Madrid;a 0,6 km del centro;;Hostal Prada está muy bien situado en el barrio de Centro de Madrid, Madrid, a 11 min a pie de Museo Thyssen-Bornemisza, a 900 metros de Gran Vía y a 1,9 km de Parque de El Retiro.
Hello Feria;Hostal;3 de 5;Hortaleza;Madrid;a 8,3 km del centro;a 8,3 km del centro;Gestionado por un particular
SUKI HOUSE Chalet 1;Hostal;0 de 5;Madrid;;a 9,3 km del centro;a 9,3 km del centro;Gestionado por un particular
AbraCadabra Suites;Hostal;0 de 5;Centro de Madrid;Madrid;a 1 km del centro;;El Abra Cadabra Suites está en el distrito centro de Madrid, a 700 metros de la plaza Mayor y a 350 metros de la catedral y del Palacio Real de Madrid. Hay wifi gratuita.
Hostal El Descanso;Hostal;3 de 5;Hortaleza;Madrid;a 8 km del centro;a 8 km del centro;El Hostal El Descanso se encuentra a 10 minutos en coche del aeropuerto de Madrid-Barajas y ofrece conexión WiFi gratuita.
Casa de Huéspedes Carabanchel1;Hostal;3 de 5;Carabanchel;Madrid;a 5,1 km del centro;a 5,1 km del centro;Casa de Huéspedes Carabanchel1 está muy bien situado en el barrio de Carabanchel, Madrid, a 6 km de Royal Palace of Madrid, a 6,1 km de Mercado de San Miguel y a 6,2 km de Plaza Mayor de Madrid.
Hostal Emilio Barajas;Hostal;2 de 5;Barajas;Madrid;a 12,2 km del centro;a 12,2 km del centro;El Hostal Emilio está a sólo 5 minutos a pie de la parada de metro Barajas y a una parada del aeropuerto internacional.
Madrid Centro Rooms;Hostal;0 de 5;Centro de Madrid;Madrid;a 100 m del centro;a 100 m del centro;Madrid Centro Rooms está muy bien situado en el barrio de Centro de Madrid, Madrid, a 9 min a pie de Gran Vía, a 1 km de Museo Thyssen-Bornemisza y a 12 min a pie de Estación de metro Plaza de España....
Tu refugio perfecto en Pilar de Zaragoza;Hostal;3 de 5;Salamanca;Madrid;a 3,4 km del centro;a 3,4 km del centro;Tu refugio perfecto en Pilar de Zaragoza está en Madrid, a 3,6 km de Estadio Santiago Bernabéu, y dispone de alojamiento con aire acondicionado y jardín.
Hostal Los Perales;Hostal;0 de 5;Centro de Madrid;Madrid;a 1,2 km del centro;a 1,2 km del centro;La Pension Los Perales está situada en el centro de Madrid, a 7 minutos a pie de la plaza de España. Las habitaciones tienen WiFi gratuita y TV.
Alojamiento central 2;Hostal;0 de 5;Centro de Madrid;Madrid;a 0,6 km del centro;a 0,6 km del centro;Gestionado por un particular
Woohoo Rooms Boutique Gran Vía;Hostal;3 de 5;Centro de Madrid;Madrid;a 450 m del centro;a 450 m del centro;Woohoo Rooms Boutique Gran Vía está muy bien situado en el barrio de Centro de Madrid, Madrid, a 5 min a pie de Estación de metro Gran Vía, a 1,3 km de Museo Thyssen-Bornemisza y a 6 min a pie de...
Hostal Numancia;Hostal;1 de 5;Centro de Madrid;Madrid;a 500 m del centro;a 500 m del centro;El Hostal Numancia está situado en el centro de Madrid, a 7 minutos a pie de la Puerta del Sol, la plaza principal de Madrid.
Casa de Huespedes Carabanchel2;Hostal;3 de 5;Carabanchel;Madrid;a 5,1 km del centro;a 5,1 km del centro;Casa de Huespedes Carabanchel2 está muy bien situado en el barrio de Carabanchel, Madrid, a 6 km de Royal Palace of Madrid, a 6,1 km de Mercado de San Miguel y a 6,2 km de Plaza Mayor de Madrid.
Hostal Abril Madrid;Hostal;1 de 5;Centro de Madrid;Madrid;a 0,7 km del centro;;El Hostal Abril Madrid está situado en la calle principal del barrio de moda de Chueca, a unos metros de Gran Vía.
Hostal Matheu;Hostal;3 de 5;Centro de Madrid;Madrid;a 150 m del centro;;El moderno Hostal Matheu está situado en el centro de Madrid, a sólo 100 metros de la Puerta del Sol y a pocos pasos de los museos del Prado, Reina Sofía y Thyssen-Bornemisza.
4 Bears Sharehome;Hostal;0 de 5;Centro de Madrid;Madrid;a 0,6 km del centro;a 0,6 km del centro;4 Bears Sharehome es un alojamiento con una ubicación ideal en el centro de Madrid que ofrece habitaciones con aire acondicionado, jardín, wifi gratis y salón de uso común.
Comfortable Stay for 2 People - 1;Hostal;0 de 5;Centro de Madrid;Madrid;a 1,2 km del centro;a 1,2 km del centro;Comfortable Stay for 2 People - 1 se encuentra en el centro de Madrid, a 16 min a pie de Royal Palace of Madrid, ydispone de habitaciones con aire acondicionado y wifi gratis.
Woohoo Rooms Boutique Sol;Hostal;3 de 5;Centro de Madrid;Madrid;a 50 m del centro;a 50 m del centro;Woohoo Rooms Boutique Sol está muy bien situado en el barrio de Centro de Madrid, Madrid, a 16 min a pie de Museo Reina Sofía, a 1,7 km de Estación de tren de Atocha y a 11 min a pie de Museo...
Hostal Horizonte;Hostal;0 de 5;Centro de Madrid;Madrid;a 400 m del centro;a 400 m del centro;El Hostal Horizonte se encuentra en el céntrico barrio madrileño de Huertas, a 5 minutos a pie de la Puerta del Sol y de la Plaza Mayor. Ofrece habitaciones con conexión WiFi gratuita.
Pensión Conchita II;Hostal;0 de 5;Centro de Madrid;Madrid;a 0,5 km del centro;a 0,5 km del centro;Pensión Conchita II está muy bien situado en el barrio de Centro de Madrid, Madrid, a 9 min a pie de Estación de metro Gran Vía, a 500 metros de Estación de metro Plaza de España y a 12 min a pie de...
Rooms 504;Hostal;0 de 5;Centro de Madrid;Madrid;a 0,5 km del centro;a 0,5 km del centro;Gestionado por un particular
Posada Madrileña;Hostal;0 de 5;Centro de Madrid;Madrid;a 1,1 km del centro;a 1,1 km del centro;Gestionado por un particular
Das León;Hostal;0 de 5;Centro de Madrid;Madrid;a 0,5 km del centro;;Das León está muy bien situado en el barrio de Centro de Madrid, Madrid, a 9 min a pie de Museo Reina Sofía, a 1,1 km de Estación de tren de Atocha y a 7 min a pie de Museo Thyssen-Bornemisza.
ART Coliving Madrid Centro;Hostal;0 de 5;Centro de Madrid;Madrid;a 1,2 km del centro;a 1,2 km del centro;Gestionado por un particular
Pensión Rivera;Hostal;0 de 5;Arganzuela;Madrid;a 1,3 km del centro;a 1,3 km del centro;Este establecimiento cómodo y sencillo está situado a 300 metros de la estación de metro y AVE de Atocha.
Habitacion con jacuzzi y baño privado;Hostal;3 de 5;San Blas;Madrid;a 8,1 km del centro;a 8,1 km del centro;Habitacion con jacuzzi y baño privado, que está a 5,1 km de IFEMA y a 10 km de Estadio Santiago Bernabéu, ofrece habitaciones con aire acondicionado y baño privado en Madrid.
Chueca Rooms Madrid;Hostal;0 de 5;Centro de Madrid;Madrid;a 0,7 km del centro;a 0,7 km del centro;Chueca Rooms Madrid, dispone de wifi gratis en todo el alojamiento, está en Madrid, a 9 min a pie de Gran Vía y a 1,2 km de Museo Thyssen-Bornemisza.
Hostal Abel Victoriano;Hostal;0 de 5;Centro de Madrid;Madrid;a 1,1 km del centro;;Este hostal está situado en el centro de Madrid, cerca del animado barrio de Malasaña. Ofrece alojamientos elegantes con conexión wifi gratuita a solo 5 minutos a pie de la plaza de España.
Hostal Patria Madrid;Hostal;1 de 5;Centro de Madrid;Madrid;a 200 m del centro;;El Hostal Patria Madrid ofrece habitaciones sencillas con conexión Wi-Fi gratuita.
Hostal Ruano;Hostal;0 de 5;Centro de Madrid;Madrid;a 100 m del centro;a 100 m del centro;Este pequeño hotel goza de una ubicación excelente en la Puerta del Sol y es el alojamiento perfecto para explorar el centro de la capital, Madrid.
CH Las Murallas;Hostal;3 de 5;Centro de Madrid;Madrid;a 0,6 km del centro;;Este establecimiento sencillo está situado en el centro histórico de Madrid, a solo 5 minutos a pie del animado barrio de Chueca y de la Puerta del Sol.
CH Plaza D'Ort Rooms IV;Hostal;1 de 5;Centro de Madrid;Madrid;a 300 m del centro;a 300 m del centro;La Pension Plaza D'Ort Rooms se encuentra en la plaza del Ángel, en el centro histórico de Madrid. Está a 300 metros de la Puerta del Sol y ofrece alojamiento con buena relación calidad precio.
OLBLANC Plaza de España by Batuecas;Hostal;3 de 5;Moncloa - Aravaca;Madrid;a 1,2 km del centro;;OLBLANC Plaza de España by Batuecas está muy bien situado en el barrio de Moncloa - Aravaca, Madrid, a 7 min a pie de Estación de metro Plaza de España, a 800 metros de Gran Vía y a 5 min a pie de...
Ristbe Rooms;Hostal;0 de 5;Centro de Madrid;Madrid;a 0,7 km del centro;a 0,7 km del centro;Ristbe Rooms está en el centro de Madrid, a 5 min a pie de Gran Vía y a 700 metros de Estación de metro Gran Vía.
Hostal Flat55Madrid;Hostal;0 de 5;Centro de Madrid;Madrid;a 1,1 km del centro;;Este hostal es luminoso y colorido y te permitirá disfrutar del ambiente animado y cosmopolita de Madrid.
Pensión Berti Madrid;Hostal;0 de 5;Centro de Madrid;Madrid;a 500 m del centro;a 500 m del centro;La Pensión Berti Madrid se encuentra en Madrid, a 1 km del Museo Thyssen-Bornemisza, y dispone de mostrador de información turística y WiFi gratuita en todas las instalaciones.
SLEEP'N Atocha - B Corp Certified;Hostal;3 de 5;Centro de Madrid;Madrid;a 1,2 km del centro;;El SLEEP´N Atocha ofrece habitaciones cómodas y agradables y se encuentra a 300 metros de la estación de tren de Atocha de Madrid y a 500 metros del parque del Retiro.
LaNave;Hostal;3 de 5;Moncloa - Aravaca;Madrid;a 1,2 km del centro;;LaNave se encuentra en Madrid y dispone de salón de uso común, terraza, bar y wifi gratis en todo el alojamiento.
HOSPEDAJE LA PAZ;Hostal;0 de 5;Fuencarral - El Pardo;Madrid;a 7,2 km del centro;a 7,2 km del centro;HOSPEDAJE LA PAZ ofrece habitaciones con aire acondicionado en el barrio de Fuencarral - El Pardo, Madrid, a 3,8 km de Estación de Chamartín - Clara Campoamor.
corazón San Bartolomé;Hostal;0 de 5;Centro de Madrid;Madrid;a 0,7 km del centro;a 0,7 km del centro;Corazón San Bartolomé está muy bien situado en el barrio de Centro de Madrid, Madrid, a 10 min a pie de Museo Thyssen-Bornemisza, a 1 km de Gran Vía y a 1,8 km de Parque de El Retiro.
Edficio Ferga;Hostal;0 de 5;Chamberí;Madrid;a 2 km del centro;a 2 km del centro;Edficio Ferga, que está a 16 min a pie de Estación de metro Plaza de España y a 1,5 km de Templo de Debod, ofrece habitaciones con aire acondicionado y baño privado en Madrid.
Fuencarral Adeco;Hostal;0 de 5;Centro de Madrid;Madrid;a 0,7 km del centro;;Este sencillo albergue se encuentra en el corazón de Madrid, a 250 metros de la Gran Vía y de su estación de metro.
Habitaciones cómodas en piso amplio;Hostal;0 de 5;Tetuán;Madrid;a 4,2 km del centro;a 4,2 km del centro;Habitaciones cómodas en piso amplio está muy bien situado en el barrio de Tetuán, Madrid, a 4 km de Estación de Chamartín - Clara Campoamor, a 4,1 km de Estación de metro Plaza de España y a 4,2 km de...
Pensión Estrella;Hostal;1 de 5;Centro de Madrid;Madrid;a 0,6 km del centro;a 0,6 km del centro;La Pension Estrella se encuentra a menos de 10 minutos a pie del Palacio Real de Madrid y de la Puerta del Sol, justo al lado de la Gran Vía.
Hospedaje Los Rosales;Hostal;2 de 5;Barajas;Madrid;a 12 km del centro;a 12 km del centro;Este alojamiento se encuentra junto al aeropuerto de Madrid-Barajas, a 200 metros de la estación de metro de Barajas. Hay WiFi gratuita.
Hostal Tudescos;Hostal;1 de 5;Centro de Madrid;Madrid;a 0,6 km del centro;a 0,6 km del centro;Hostal Tudescos se encuentra en el centro de Madrid, a 5 min a pie de Estación de metro Gran Vía, yofrece habitaciones con aire acondicionado y wifi gratis.
Hostal Los 5 Pinos;Hostal;3 de 5;San Blas;Madrid;a 11,9 km del centro;a 11,9 km del centro;El Hostal Los 5 Pinos se encuentra a pocos minutos del aeropuerto de Madrid y cerca del recinto ferial IFEMA. Ofrece alojamiento con aire acondicionado y conexión Wi-Fi gratuita.
Opera LUX;Hostal;0 de 5;Centro de Madrid;Madrid;a 0,5 km del centro;a 0,5 km del centro;Gestionado por un particular
Hostel Estrella 20;Hostal;0 de 5;Centro de Madrid;Madrid;a 0,7 km del centro;a 0,7 km del centro;Hostel Estrella 20 se encuentra en el centro de Madrid, a 2 min a pie de Gran Vía, ydispone de habitaciones con aire acondicionado y wifi gratis.
Mejorana habitaciones;Hostal;0 de 5;Puente de Vallecas;Madrid;a 4,4 km del centro;a 4,4 km del centro;Gestionado por un particular
Amplia habitación en buena ubicación;Hostal;0 de 5;Ciudad Lineal;Madrid;a 5,6 km del centro;a 5,6 km del centro;Gestionado por un particular
Suite en Sol 2 P;Hostal;0 de 5;Centro de Madrid;Madrid;a 150 m del centro;a 150 m del centro;Gestionado por un particular
Hostal Pacios;Hostal;0 de 5;Centro de Madrid;Madrid;a 400 m del centro;;Este sencillo establecimiento se encuentra a 5 minutos a pie de la Puerta del Sol, en el centro de Madrid.
New Hortaleza Coliving;Hostal;0 de 5;Hortaleza;Madrid;a 6,4 km del centro;;New Hortaleza Coliving se encuentra en Madrid, a 3,8 km de Estación de Chamartín - Clara Campoamor, y ofrece habitaciones con aire acondicionado y wifi gratis.
Pensión San Isidro;Hostal;2 de 5;Centro de Madrid;Madrid;a 300 m del centro;a 300 m del centro;La Pension San Isidro se encuentra en el corazón de Madrid, a solo 200 metros de la Puerta del Sol. Hay conexión Wi-Fi gratuita en todo el hotel.
AYZ Sierra de Meira - Auto check-in property;Hostal;0 de 5;Puente de Vallecas;Madrid;a 3,9 km del centro;a 3,9 km del centro;AYZ Sierra de Meira - Auto check-in property está muy bien situado en el barrio de Puente de Vallecas, Madrid, a 3,4 km de Estación de tren de Atocha, a 3,7 km de Parque de El Retiro y a 4,7 km de...
casa tadeo gran via;Hostal;0 de 5;Centro de Madrid;Madrid;a 0,8 km del centro;a 0,8 km del centro;Casa tadeo gran via es un alojamiento con una ubicación excelente en Madrid que ofrece un desayuno continental y wifi gratis en todo el alojamiento.
Rooms Laborde;Hostal;0 de 5;Puente de Vallecas;Madrid;a 5,7 km del centro;a 5,7 km del centro;Gestionado por un particular
CH 5Torres;Hostal;3 de 5;Tetuán;Madrid;a 6,3 km del centro;a 6,3 km del centro;CH 5Torres está muy bien situado en el barrio de Tetuán, Madrid, a 3,2 km de Estadio Santiago Bernabéu, a 7 km de Museo Thyssen-Bornemisza y a 7,2 km de Estación de metro Plaza de España.
Hostal El Pilar;Hostal;2 de 5;Centro de Madrid;Madrid;a 50 m del centro;;El Pilar es un hostal de gestión familiar situado a pocos metros de la Puerta del Sol, en el centro de Madrid.
Hostal Internacional;Hostal;0 de 5;Centro de Madrid;Madrid;a 350 m del centro;;El Hostal Internacional goza de una ubicación céntrica, a 300 metros de la madrileña Puerta del Sol y a 10 minutos a pie del Museo del Prado. Este establecimiento ofrece habitaciones con WiFi...
